Job_Title,Salary_Estimate,Rating,Company_Name,Location_,Size_,Founded,Type_of_Ownership,Industry_,Sector_,Revenue_,Competitors,Easy_Apply
Data Analyst,$76K-$122K (Glassdoor est.),4.5,"Conflux Systems Inc.
4.5","San Diego, CA",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1
Data Analyst,$76K-$122K (Glassdoor est.),3.7,"22nd Century Technologies
3.7","San Diego, CA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,TRUE
Division Data and Financial Analyst,$76K-$122K (Glassdoor est.),4.2,"University of California
4.2","San Diego, CA",10000+ employees,1868,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),-1,-1
Research Data Analyst,$76K-$122K (Glassdoor est.),3.7,"University of California - San Diego Medical Centers
3.7","San Diego, CA",10000+ employees,1966,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Sharp HealthCare, Scripps Health",-1
Data Analyst 3,$76K-$122K (Glassdoor est.),4,"BD (Becton, Dickinson and Company)
4.0","San Diego, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
Data Analyst,$76K-$122K (Glassdoor est.),3.4,"Client Solution Architects
3.4","San Diego, CA",201 to 500 employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),-1,-1
Data Analyst,$76K-$122K (Glassdoor est.),4.2,"Cue
4.2","San Diego, CA",51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1
Junior Data Analyst,$76K-$122K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Diego, CA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
Data Analyst,$76K-$122K (Glassdoor est.),3.2,"Encore Capital Group
3.2","San Diego, CA",5001 to 10000 employees,1953,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),"PRA Group, PRA Group (Canada)",-1
Data Analyst - VerityStream,$76K-$122K (Glassdoor est.),3,"HealthStream
3.0","San Diego, CA",501 to 1000 employees,1990,Company - Public,Education Training Services,Education,$100 to $500 million (USD),"Cornerstone OnDemand, Blackboard",-1
Data Analyst,$76K-$122K (Glassdoor est.),4.4,"ProMedia
4.4","San Diego, CA",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1
Senior Data Analyst,$76K-$122K (Glassdoor est.),3.4,"Axos Bank
3.4","San Diego, CA",1001 to 5000 employees,2000,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),-1,-1
Business Data Analyst (SQL / Tableau),$76K-$122K (Glassdoor est.),4.8,"Sayva Solutions
4.8","San Diego, CA",51 to 200 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
Data & Business Intelligence Analyst,$76K-$122K (Glassdoor est.),5,"The Rock Church
5.0","San Diego, CA",1 to 50 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1
Fleet Optimization Data Analyst (Solar + Storage),$76K-$122K (Glassdoor est.),3.2,"Stem
3.2","San Diego, CA",51 to 200 employees,2009,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$25 to $50 million (USD),-1,-1
Data Analyst,$76K-$122K (Glassdoor est.),3.8,"Tandem Diabetes
3.8","San Diego, CA",1001 to 5000 employees,2006,Company - Public,Health Care Products Manufacturing,Manufacturing,$50 to $100 million (USD),-1,-1
Data Steward/Configuration Analyst,$76K-$122K (Glassdoor est.),3.9,"Illumina
3.9","San Diego, CA",5001 to 10000 employees,1998,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, Roche",-1
Administrative Assistant / Data Analyst Supporting the DEA #20-318,$76K-$122K (Glassdoor est.),2.8,"Forfeiture Support Associates
2.8","San Diego, CA",1001 to 5000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1
Data Manager - Bioinformatics Analyst (Naval Health Center),$76K-$122K (Glassdoor est.),3.5,"General Dynamics
3.5","San Diego, CA",10000+ employees,1952,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,-1
Data Analyst,$76K-$122K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Diego, CA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
Data Analyst III,$76K-$122K (Glassdoor est.),3.5,"Potomac Management
3.5","San Diego, CA",51 to 200 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1
Data Analyst,$76K-$122K (Glassdoor est.),-1,Operation Samahan Health Clinic,"National City, CA",-1,-1,-1,-1,-1,-1,-1,-1
Data Privacy Analyst,$76K-$122K (Glassdoor est.),3.5,"Dexcom, Inc.
3.5","San Diego, CA",1001 to 5000 employees,1999,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Medtronic, Roche",-1
"Data Analyst 3 (San Diego or Atlanta, GA)",$76K-$122K (Glassdoor est.),3.6,"BD
3.6","San Diego, CA",10000+ employees,1897,Company - Public,Health Care Products Manufacturing,Manufacturing,$10+ billion (USD),"Abbott, Siemens, Baxter",-1
"Research Scientist, Structural Biologist - CryoEM Data Analyst",$60K-$124K (Glassdoor est.),3.3,"Vertex Pharmaceuticals
3.3","San Diego, CA",1001 to 5000 employees,1989,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Biogen,-1
Systems Analyst - Data Integration and ETL process,$60K-$124K (Glassdoor est.),3.4,"Kelly
3.4","San Diego, CA",5001 to 10000 employees,1946,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",-1
Senior Consulting Data Analyst,$60K-$124K (Glassdoor est.),4,"Kaiser Permanente
4.0","San Diego, CA",10000+ employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"HCA Healthcare, Dignity Health, Sutter Health",-1
Senior Data Analyst,$60K-$124K (Glassdoor est.),3.9,"Illumina
3.9","San Diego, CA",5001 to 10000 employees,1998,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, Roche",-1
#105009 Research Data Analyst,$60K-$124K (Glassdoor est.),4.3,"UC San Diego
4.3","San Diego, CA",10000+ employees,1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1
Automotive eCommerce Data Analyst - Remote,$60K-$124K (Glassdoor est.),4.2,"Web Shop Manager
4.2","San Diego, CA",1 to 50 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1
Sr. Data Analyst,$60K-$124K (Glassdoor est.),4.6,"Housecall Pro
4.6","San Diego, CA",51 to 200 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1
Senior Technical Data Analyst,$60K-$124K (Glassdoor est.),4.4,"Intuit
4.4","San Diego, CA",5001 to 10000 employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Square, PayPal, H&R Block",-1
Data Governance Analyst,$60K-$124K (Glassdoor est.),-1,The RiverStone Group,"San Diego, CA",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1
Division Data and Financial Analyst,$60K-$124K (Glassdoor est.),3.7,"University of California - San Diego Medical Centers
3.7","San Diego, CA",10000+ employees,1966,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Sharp HealthCare, Scripps Health",-1
Data Analyst III (Healthcare Analytics),$60K-$124K (Glassdoor est.),2.3,"Interpreta
2.3","San Diego, CA",1 to 50 employees,-1,Company - Private,-1,-1,$10 to $25 million (USD),-1,-1
Senior Business Data Analyst,$60K-$124K (Glassdoor est.),4.4,"Intuit
4.4","San Diego, CA",5001 to 10000 employees,1983,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Square, PayPal, H&R Block",-1
Data Analyst III (Healthcare Analytics),$60K-$124K (Glassdoor est.),3.3,"Centene Corporation
3.3","San Diego, CA",10000+ employees,1984,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1,-1
Data Analyst - VerityStream,$60K-$124K (Glassdoor est.),4.1,"Verity, A HealthStream Company
4.1","San Diego, CA",201 to 500 employees,1985,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1
Automotive eCommerce Data Analyst,$60K-$124K (Glassdoor est.),4.2,"Web Shop Manager
4.2","San Diego, CA",1 to 50 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),-1,-1
Data Analyst IV,$60K-$124K (Glassdoor est.),3.5,"Potomac Management
3.5","San Diego, CA",51 to 200 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1
Division Data and Financial Analyst,$60K-$124K (Glassdoor est.),4.3,"UC San Diego
4.3","San Diego, CA",10000+ employees,1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1
Data Analyst Junior,$60K-$124K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","San Diego, CA",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
SWRMC Assessments Junior Data Analyst,$60K-$124K (Glassdoor est.),3.2,"Amentum
3.2","San Diego, CA",10000+ employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
Business Data Analyst III,$60K-$124K (Glassdoor est.),3.5,"Russell Tobin & Associates
3.5","San Diego, CA",51 to 200 employees,2010,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1
C4I Data Analyst/Engineer,$60K-$124K (Glassdoor est.),3.3,"Perspecta
3.3","San Diego, CA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,-1
Molecular Researcher and Data Analyst,$60K-$124K (Glassdoor est.),4.3,"UC San Diego
4.3","San Diego, CA",10000+ employees,1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1
Health Data Analyst IV,$60K-$124K (Glassdoor est.),2.5,"MedImpact
2.5","San Diego, CA",1001 to 5000 employees,1989,Company - Private,Wholesale,Business Services,$10 to $25 million (USD),-1,-1
Information Security and Data Privacy Analyst,$60K-$124K (Glassdoor est.),-1,Gossamer Bio,"San Diego, CA",51 to 200 employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1
IT DATA ANALYST- Information Technology,$60K-$124K (Glassdoor est.),3.3,"Sycuan Casino
3.3","El Cajon, CA",1001 to 5000 employees,1983,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),"Viejas Casino, Barona Casino, Pechanga Resort & Casino",-1
"7232 Data Engineer (Analyst/Programmer - Career), Information Technology DevOps",$60K-$124K (Glassdoor est.),4.1,"California State University
4.1","San Diego, CA",10000+ employees,1962,College / University,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1
Systems Analyst - Data Integration,$60K-$124K (Glassdoor est.),3.7,"Sunrise Systems, Inc.
3.7","San Diego, CA",501 to 1000 employees,1990,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1
Molecular Researcher and Data Analyst,$60K-$124K (Glassdoor est.),3.7,"University of California - San Diego Medical Centers
3.7","San Diego, CA",10000+ employees,1966,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Sharp HealthCare, Scripps Health",-1
Data Analyst - EDSS,$60K-$124K (Glassdoor est.),4.2,"World Wide Technology
4.2","San Diego, CA",5001 to 10000 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Forsythe Technology, ePlus",-1
Sr. Data Governance Analyst,$60K-$124K (Glassdoor est.),4.9,"The Carrera Agency
4.9","San Diego, CA",51 to 200 employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1
Data Manager - Bioinformatics Analyst (Naval Health Center),$60K-$124K (Glassdoor est.),3.5,"General Dynamics Information Technology
3.5","San Diego, CA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",-1
#104252 Division Data and Financial Analyst,$34K-$61K (Glassdoor est.),4.3,"UC San Diego
4.3","San Diego, CA",10000+ employees,1960,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,-1
Systems Analyst - Data Integration and ETL process,$34K-$61K (Glassdoor est.),3.4,"Kelly IT
3.4","San Diego, CA",501 to 1000 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
Senior Financial Data Analyst,$34K-$61K (Glassdoor est.),3.5,"Vervent
3.5","San Diego, CA",501 to 1000 employees,1986,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,TRUE
Sr. C4I Data Analyst/Engineer,$34K-$61K (Glassdoor est.),3.3,"Perspecta
3.3","San Diego, CA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1,-1
Senior Tactical Data Link Systems Analyst,$34K-$61K (Glassdoor est.),3.7,"SBG Techology Solutions
3.7","San Diego, CA",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,-1
Data Analyst I,$24K-$48K (Glassdoor est.),4.1,"Insight Enterprises, Inc.
4.1","Plano, TX",5001 to 10000 employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),"CDW, PCM, SHI International",-1
Data Analyst II,$24K-$48K (Glassdoor est.),4.1,"Insight Enterprises, Inc.
4.1","Plano, TX",5001 to 10000 employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),"CDW, PCM, SHI International",-1
Data Conversion Analyst,$24K-$48K (Glassdoor est.),4.3,"Harris Computer
4.3","Allen, TX",5001 to 10000 employees,1976,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),Tyler Technologies,-1
Data Analyst - Retail (Entry Level),$24K-$48K (Glassdoor est.),3.3,"Lidl
3.3","Arlington, TX",10000+ employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),"ALDI, Tesco, Carrefour",-1
Data Analyst - Healthcare Fraud,$24K-$48K (Glassdoor est.),3.1,"Delmarva Foundation
3.1","Dallas, TX",501 to 1000 employees,1973,Nonprofit Organization,Consulting,Business Services,$50 to $100 million (USD),-1,-1
Data Analyst Intern,$24K-$48K (Glassdoor est.),4.9,"Pieces Technology, Inc.
4.9","Dallas, TX",51 to 200 employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1
Data Analyst BHJOB11946_,$24K-$48K (Glassdoor est.),3.3,"Addison Group
3.3","Dallas, TX",501 to 1000 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
SQL Data Analyst,$24K-$48K (Glassdoor est.),3.9,"Mondo
3.9","Dallas, TX",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1
Data Science - Analyst/Associate - Security Incident Response Team,$24K-$48K (Glassdoor est.),4,"Goldman Sachs
4.0","Dallas, TX",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"J.P. Morgan, Merrill Lynch, Morgan Stanley",-1
Game Data Analyst,$24K-$48K (Glassdoor est.),5,"PeopleFun
5.0","Richardson, TX",1 to 50 employees,-1,Company - Private,Audiovisual,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1,-1
"Analyst, Data Intelligence",$24K-$48K (Glassdoor est.),3.7,"The Richards Group
3.7","Dallas, TX",501 to 1000 employees,1957,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,-1
HR Data Analyst II,$24K-$48K (Glassdoor est.),3.7,"Federal Reserve Bank
3.7","Dallas, TX",1001 to 5000 employees,1914,Company - Private,Financial Analytics & Research,Finance,$10+ billion (USD),-1,-1
Data Analyst,$24K-$48K (Glassdoor est.),3.8,"TekniSMart Solutions
3.8","Dallas, TX",1 to 50 employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1,-1
Data Analyst,$24K-$48K (Glassdoor est.),4.4,"InfoVision, Inc.
4.4","Dallas, TX",1001 to 5000 employees,1995,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1
DATA ANALYST,$24K-$48K (Glassdoor est.),3.1,"Dallas County
3.1","Dallas, TX",201 to 500 employees,-1,Government,Municipal Governments,Government,$50 to $100 million (USD),-1,-1
Data Science – Analyst/Associate - Security Incident Response Team,$24K-$48K (Glassdoor est.),4,"Goldman Sachs
4.0","Dallas, TX",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"J.P. Morgan, Merrill Lynch, Morgan Stanley",-1
IGNITE Graduate Development Program - Application Developer / Data Scientist / Business Analyst,$24K-$48K (Glassdoor est.),3.4,"Atos
3.4","Irving, TX",10000+ employees,1919,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Accenture, Capgemini",-1
Data Analyst,$24K-$48K (Glassdoor est.),-1,Yeti Technologies,"Irving, TX",1 to 50 employees,-1,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,-1
Data Analyst (HR),$24K-$48K (Glassdoor est.),3.3,"Lidl
3.3","Arlington, TX",10000+ employees,1994,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),"ALDI, Tesco, Carrefour",-1
Data Analyst,$24K-$48K (Glassdoor est.),4.1,"Nokia
4.1","Dallas, TX",10000+ employees,1865,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),"Ericsson-Worldwide, Huawei Technologies, Microsoft",-1
"Data Analyst (SQL, Tableau)",$24K-$48K (Glassdoor est.),3.5,"The Judge Group, Inc.
3.5","Richardson, TX",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",-1
DATA ANALYST TEAM — Data Analyst,$24K-$48K (Glassdoor est.),3.3,"Precision
3.3","Dallas, TX",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1
Data Analyst,$24K-$48K (Glassdoor est.),3.4,"ZeniMax Media, Inc.
3.4","Dallas, TX",201 to 500 employees,1999,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,-1
Data Analyst (Product Analytics),$24K-$48K (Glassdoor est.),2.8,"Match Group
2.8","Dallas, TX",1001 to 5000 employees,1998,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,-1
Data Analyst,$24K-$48K (Glassdoor est.),2.9,"Hilltop Holdings
2.9","Irving, TX",1001 to 5000 employees,1998,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),-1,-1
Performance Improvement Data Analyst,$24K-$48K (Glassdoor est.),4,"Texas Scottish Rite Hospital for Children
4.0","Dallas, TX",1001 to 5000 employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
Junior Data Analyst,$24K-$48K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Dallas, TX",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
Data Analyst,$24K-$48K (Glassdoor est.),2.9,"Human Coalition
2.9","Plano, TX",201 to 500 employees,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1
DALLAS Campus Recruiting 2018 - I&D - Data Analyst,$24K-$48K (Glassdoor est.),3.8,"Capgemini
3.8","Dallas, TX",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",-1
Business Data Analyst,$30K-$53K (Glassdoor est.),3.8,"Diversant LLC
3.8","Dallas, TX",1001 to 5000 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Kforce, Mitchell Martin, Insight Global",-1
"Analyst, Data & Design",$30K-$53K (Glassdoor est.),3.3,"Dallas ISD
3.3","Dallas, TX",10000+ employees,1867,School / School District,Preschool & Child Care,Education,$1 to $2 billion (USD),-1,-1
Data Analyst,$30K-$53K (Glassdoor est.),-1,StaffingSoft Inc.,"Irving, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Quality Analyst,$30K-$53K (Glassdoor est.),3.6,"Signify Health
3.6","Dallas, TX",501 to 1000 employees,2017,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,TRUE
Data Analyst,$30K-$53K (Glassdoor est.),4.1,"Kforce
4.1","Dallas, TX",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1
Data Analyst,$30K-$53K (Glassdoor est.),4.6,"Financial Additions
4.6","Dallas, TX",1 to 50 employees,1999,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 million (USD),-1,-1
"Analyst I, Data & Design",$30K-$53K (Glassdoor est.),3.3,"Dallas Independent School District
3.3","Dallas, TX",10000+ employees,1867,School / School District,Preschool & Child Care,Education,$1 to $2 billion (USD),-1,-1
Data Analyst,$30K-$53K (Glassdoor est.),3.4,"First American Financial Corporation
3.4","Irving, TX",10000+ employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,-1
Client Data Analyst,$30K-$53K (Glassdoor est.),3.6,"Signify Health
3.6","Dallas, TX",501 to 1000 employees,2017,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,TRUE
HR Data Analyst II,$30K-$53K (Glassdoor est.),4.1,"Federal Reserve Bank (FRB)
4.1","Dallas, TX",1001 to 5000 employees,1913,Government,Federal Agencies,Government,Unknown / Non-Applicable,"FDIC, Office of the Comptroller of the Currency, SEC",-1
Data Analyst,$30K-$53K (Glassdoor est.),-1,1,"Dallas, TX",-1,-1,-1,-1,-1,-1,-1,-1
Healthcare Data Analyst,$30K-$53K (Glassdoor est.),3.8,"VITALWARE LLC
3.8","Dallas, TX",51 to 200 employees,2010,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1,-1
IGNITE Graduate Development Program Application Developer / Data Scientist / Business Analyst,$30K-$53K (Glassdoor est.),-1,Atos Healthcare,"Irving, TX",-1,-1,-1,-1,-1,-1,-1,-1
Data Analyst II,$30K-$53K (Glassdoor est.),3.6,"Kubota Tractor
3.6","Grapevine, TX",1001 to 5000 employees,1971,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1
Data Analyst,$30K-$53K (Glassdoor est.),2.9,"Trinity Industries
2.9","Dallas, TX",10000+ employees,1933,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),"GATX, BNSF Railway",-1
Data Analyst,$30K-$53K (Glassdoor est.),3.7,"Randstad US
3.7","Plano, TX",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
System/Data Analyst,$30K-$53K (Glassdoor est.),3.5,"L&T Infotech
3.5","Irving, TX",10000+ employees,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",-1
HR Data Analyst II,$30K-$53K (Glassdoor est.),3.6,"Federal Reserve Bank of Richmond
3.6","Dallas, TX",1001 to 5000 employees,1914,Nonprofit Organization,Banks & Credit Unions,Finance,$5 to $10 billion (USD),-1,-1
Data Analyst,$30K-$53K (Glassdoor est.),1,"Sphinix Solutions
1.0","Plano, TX",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,-1
Data Reporting Analyst,$30K-$53K (Glassdoor est.),4.1,"A-Line Staffing Solutions
4.1","Dallas, TX",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1
Sr Data Integrity Analyst,$30K-$53K (Glassdoor est.),3.8,"Atmos Energy Corp.
3.8","Dallas, TX",1001 to 5000 employees,1906,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),-1,-1
Data System Analyst,$30K-$53K (Glassdoor est.),3.7,"Citi
3.7","Irving, TX",10000+ employees,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,-1
Data Analyst,$30K-$53K (Glassdoor est.),5,"Staffigo Technical Services, LLC
5.0","Dallas, TX",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1
Research Data Analyst,$30K-$53K (Glassdoor est.),2.6,"North Central Texas Council of Governments
2.6","Arlington, TX",201 to 500 employees,1966,Nonprofit Organization,Membership Organizations,Business Services,$10 to $25 million (USD),-1,-1
Data Analyst,$30K-$53K (Glassdoor est.),-1,Corporate G. LLC,"Dallas, TX",201 to 500 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1
RAPD Risk Platforms & Data - Analyst,$30K-$53K (Glassdoor est.),4,"Goldman Sachs
4.0","Dallas, TX",10000+ employees,1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"J.P. Morgan, Merrill Lynch, Morgan Stanley",-1
Business Data Analyst,$30K-$53K (Glassdoor est.),3.5,"McAfee
3.5","Plano, TX",5001 to 10000 employees,1987,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Palo Alto Networks, NortonLifeLock, CrowdStrike",-1
Data Analyst,$30K-$53K (Glassdoor est.),4.6,"Conch Technologies, Inc
4.6","Plano, TX",51 to 200 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1
Business Analyst/Data Consultant,$30K-$53K (Glassdoor est.),3.8,"Apex Systems
3.8","Irving, TX",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",TRUE
Data Analyst - Contract Renewals,$30K-$53K (Glassdoor est.),2.8,"RealPage
2.8","Richardson, TX",5001 to 10000 employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),"Yardi Systems, AppFolio",-1
Analyst Supply Chain I Data Management,$41K-$86K (Glassdoor est.),3.9,"Mary Kay
3.9","Lewisville, TX",5001 to 10000 employees,1963,Company - Private,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1
Senior Data Analyst,$41K-$86K (Glassdoor est.),4.5,"Mobilityware
4.5","Dallas, TX",51 to 200 employees,1990,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,-1
Data Analyst,$41K-$86K (Glassdoor est.),3,"AustinCSI
3.0","Grapevine, TX",51 to 200 employees,2007,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1
Data Integration Analyst,$41K-$86K (Glassdoor est.),4.4,"Apptricity Corporation
4.4","Irving, TX",51 to 200 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,-1
Data Analyst,$41K-$86K (Glassdoor est.),4.1,"Mitchell Martin
4.1","Plano, TX",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1
Data Analyst,$41K-$86K (Glassdoor est.),4.3,"National NeuroMonitoring
4.3","Addison, TX",51 to 200 employees,2008,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1
